id,vehicleType,make,model,modelType,color,colorType,driveType,accessories,price,totalOwners,kilometers,seats,doors,power,batteryCapacity,batteryGuaranteeMonth,batteryGuaranteeKm,electricRange,chargingType,chargingPower,maximumChargingPower
13875931,Car,Tesla,Model 3,,Gray,Metallic,Four wheel,"Power steering,Central locking: Remote control,Power windows,Alloy wheels,Airconditioning: Automatic,Leather upholstery,ABS brakes,Airbag,Radio,Bluetooth,Immobilizer,Alarm system,Traction control,Cruise control: Adaptive,Electric seats: With memory,On board computer,Seat heaters,Parking sensors,Electric mirrors,Satellite navigator,Driving assistant,Fog lights,Rain Sensor,Multiactive Steering Wheel,Audio input,Sport base,Sunroof,Isofix-ready,Auto hold,Keyless start,Ski hatch,Electrically operated tailgate,LED-headlights,Parking camera: Simple camera,Tire-pressure monitoring system,Traffic sign recognition,Lane departure warning system,Smartphone integration,Adaptive headlights,Emergency brake assist,Collision avoidance system,Blind spot sensor,Heated steering wheel,Folding rear seats,Battery preheating",50780.0,,7000.0,5.0,4.0,340.0,82.0,,,,CCS,250.0,
13876283,Car,MG,MG5,,Black,Not available,Front wheel,"Traction control,Cruise control: Adaptive,On board computer,Satellite navigator",29900.0,,13500.0,5.0,5.0,130.0,50.3,,,,,,
13876443,Car,Polestar,2,,Black,Nonmetallic,Four wheel,"Power steering,Power windows,Alloy wheels,Airconditioning: Automatic,ABS brakes,Airbag,Radio,USB,MP3,Bluetooth,Sun hatch: With panorama,Traction control,Cruise control: Adaptive,On board computer,Seat heaters,Parking sensors,Electric mirrors,Driving assistant,Rain Sensor,Multiactive Steering Wheel,Audio input,Hands-free kit,Keyless start,Electrically operated tailgate,LED-headlights,Parking Assistant,Parking camera: Simple camera,Tire-pressure monitoring system,Collision avoidance system",54800.0,,3000.0,5.0,5.0,300.0,78.0,,160000.0,482.0,CCS,155.0,155.0
13876682,Car,Mercedes-Benz,EQA,250 Business,White,Nonmetallic,Front wheel,"Central locking: Keyless,Two sets of tyres,Airconditioning: Automatic,Bluetooth,Seat heaters,Parking sensors,Satellite navigator,Driving assistant,Multiactive Steering Wheel,Keyless start,Electrically operated tailgate,Parking Assistant,Parking camera: Simple camera,Tire-pressure monitoring system,Lane departure warning system,Smartphone integration,Emergency brake assist,Blind spot sensor,Folding rear seats",47200.0,1.0,23000.0,5.0,5.0,140.0,0.0,96.0,,420.0,CCS,100.0,105.0
13876707,Car,Tesla,Model Y,,Black,Metallic,Four wheel,"Power steering,Central locking: Remote control,Power windows,Alloy wheels,Two sets of tyres,Airconditioning: Automatic,Leather upholstery,ABS brakes,Airbag,Sun hatch: With panorama,Traction control,Cruise control: Adaptive,Electric seats: Without memory,On board computer,Seat heaters,Parking sensors,Electric mirrors,Satellite navigator,Driving assistant,Fog lights,Rain Sensor,Multiactive Steering Wheel,Audio input,Sunroof,Isofix-ready,Auto hold,Keyless start,Electrically operated tailgate,LED-headlights,Sport seats,Parking camera: Simple camera,Traffic sign recognition,Emergency brake assist,Blind spot sensor,Heated steering wheel,Folding rear seats,Battery preheating",53770.0,,25000.0,5.0,5.0,,0.0,,,,,,
13876966,Car,Audi,Q4 e-tron,50 quattro,Gray,Not available,Four wheel,"Tow bar,Two sets of tyres,Airconditioning: Automatic,Service manual: Paper,Cruise control: Adaptive,Parking sensors,Satellite navigator,Hands-free kit,Electrically operated tailgate",59900.0,,38000.0,5.0,5.0,220.0,0.0,,,,,,
13877001,Car,Kia,Niro,,Blue,Nonmetallic,Front wheel,"Power steering,Central locking: Keyless,Power windows,Alloy wheels,Two sets of tyres,Airconditioning: Automatic,Leather upholstery,ABS brakes,Airbag,Service manual: Paper,Radio,Bluetooth,Alarm system,Traction control,Cruise control: Adaptive,Electric seats: Without memory,On board computer,Seat heaters,Parking sensors,Electric mirrors,Satellite navigator,Rain Sensor,Multiactive Steering Wheel,Isofix-ready,Keyless start,LED-headlights,Parking camera: Simple camera,Plug-in charging for hybrid vehicles,Lane departure warning system,Adaptive headlights,Heated steering wheel,Battery preheating",37990.0,,23000.0,5.0,5.0,,64.0,,,450.0,,,
13877304,Car,Tesla,Model 3,,Black,Metallic,Four wheel,"Power steering,Central locking: Remote control,Power windows,Alloy wheels,Airconditioning: Automatic,Leather upholstery,ABS brakes,Airbag,Radio,Bluetooth,Immobilizer,Alarm system,Traction control,Cruise control: Adaptive,Electric seats: With memory,On board computer,Seat heaters,Parking sensors,Electric mirrors,Satellite navigator,Driving assistant,Rain Sensor,Multiactive Steering Wheel,Audio input,Hands-free kit,Sunroof,Isofix-ready,Auto hold,Keyless start,Ski hatch,Electrically operated tailgate,LED-headlights,Parking camera: Simple camera,Tire-pressure monitoring system,Traffic sign recognition,Lane departure warning system,Smartphone integration,Adaptive headlights,Emergency brake assist,Collision avoidance system,Blind spot sensor,Heated steering wheel,Folding rear seats,Battery preheating",49770.0,,9000.0,5.0,4.0,340.0,82.0,,,,CCS,250.0,
13877311,Car,Volkswagen,ID3,,Blue,Metallic,Rear wheel,,26990.0,,38000.0,5.0,5.0,110.0,48.0,,,330.0,,,
13877316,Car,Renault,Megane,,White,Nonmetallic,Front wheel,"Power windows,Alloy wheels,Two sets of tyres,Airconditioning: Automatic,Leather upholstery,Cruise control: Traditional,Electric seats: Without memory,Parking sensors,Fog lights,Rain Sensor,Parking camera: Simple camera",47280.0,,12000.0,5.0,5.0,160.0,0.0,,,,,,
13877344,Car,Tesla,Model 3,,Red,Metallic,Rear wheel,"Power steering,Central locking: Remote control,Power windows,Alloy wheels,Two sets of tyres,Airconditioning: Automatic,Leather upholstery,ABS brakes,Airbag,Radio,USB,Bluetooth,Alarm system,Traction control,Cruise control: Adaptive,Fuel / battery powered heater,Electric seats: With memory,On board computer,Seat heaters,Parking sensors,Electric mirrors,Satellite navigator,Driving assistant,Rain Sensor,Multiactive Steering Wheel,Audio input,Sunroof,Isofix-ready,Keyless start,Electrically operated tailgate,LED-headlights,Parking Assistant,Parking camera: Simple camera,Start-stop system,Tire-pressure monitoring system,Traffic sign recognition,Lane departure warning system,Smartphone integration,Adaptive headlights,Collision avoidance system,Heated steering wheel,Folding rear seats,Battery preheating",38890.0,,30000.0,5.0,4.0,203.0,60.0,,,,CCS,250.0,
13877432,Car,Kia,EV6,,Black,Metallic,Four wheel,"Central locking: Remote control,Tow bar,Two sets of tyres,Airconditioning: Automatic,Leather upholstery,Airbag,Service manual: Paper,Cruise control: Adaptive,On board computer,Seat heaters,Parking sensors,Satellite navigator,Driving assistant,Rain Sensor,Hands-free kit,Sunroof,Isofix-ready,Auto hold,Keyless start,Ski hatch,Electrically operated tailgate,LED-headlights,Parking camera: Simple camera,Tire-pressure monitoring system,Traffic sign recognition,Lane departure warning system,Emergency brake assist,Folding rear seats",70900.0,,11000.0,5.0,5.0,430.0,77.0,,,406.0,CCS,240.0,
13877548,Car,BMW,iX3,,Gray,Metallic,Rear wheel,"Tow bar,Airconditioning: Automatic,Leather upholstery,Satellite navigator,Sunroof,Sport seats",58800.0,,22000.0,5.0,4.0,210.0,80.0,,,453.0,,150.0,
13877589,Car,Kia,EV6,,Other,Not available,Four wheel,"Power windows,Two sets of tyres,Airconditioning: Automatic,Leather upholstery,Cruise control: Adaptive,On board computer,Seat heaters,Electric mirrors,Satellite navigator,Hands-free kit,Isofix-ready,Parking camera: Simple camera,Lane departure warning system",51900.0,,20000.0,5.0,5.0,239.0,77.4,,,506.0,Type 2,240.0,
13877773,Car,Tesla,Model Y,,Other,Nonmetallic,Four wheel,"Power windows,Airconditioning: Automatic,Leather upholstery,ABS brakes,Bluetooth,Traction control,Cruise control: Adaptive,Electric seats: Without memory,On board computer,Parking sensors,Electric mirrors,Satellite navigator,Driving assistant,Rain Sensor,Multiactive Steering Wheel,Hands-free kit,Sunroof,Electrically operated tailgate,LED-headlights,Parking camera: Simple camera,Tire-pressure monitoring system,Lane departure warning system,Adaptive headlights,Blind spot sensor,Heated steering wheel",55900.0,,20000.0,5.0,4.0,336.0,79.5,,,480.0,,,
13877821,Car,Kia,EV6,,Yellow,Metallic,Rear wheel,"Power steering,Central locking: Keyless,Power windows,Alloy wheels,Two sets of tyres,Airconditioning: Automatic,Leather upholstery,ABS brakes,Airbag,Service manual: Paper,Radio,USB,MP3,Bluetooth,Immobilizer,Alarm system,Traction control,Cruise control: Adaptive,Fuel / battery powered heater,On board computer,Seat heaters,Parking sensors,Electric mirrors,Satellite navigator,Driving assistant,Rain Sensor,Multiactive Steering Wheel,Audio input,Hands-free kit,Sport base,Isofix-ready,Curve lights,Auto hold,Keyless start,Heated windshield,LED-headlights,Sport seats,Parking Assistant,Parking camera: Simple camera,Tire-pressure monitoring system,Traffic sign recognition,Lane departure warning system,Smartphone integration,Adaptive headlights,Emergency brake assist,Collision avoidance system,Heated steering wheel,Folding rear seats,Battery preheating",44400.0,,16000.0,5.0,5.0,125.0,58.0,,,394.0,CCS,180.0,
13877928,Car,Tesla,Model Y,,Other,Nonmetallic,Four wheel,,54900.0,,31000.0,5.0,4.0,336.0,79.5,,,480.0,,,
13877930,Car,Nissan,Leaf,,Other,Nonmetallic,Front wheel,"Alloy wheels,Airconditioning: Automatic,ABS brakes,Airbag,Radio,USB,Seat heaters,Driving assistant,Multiactive Steering Wheel,Curve lights,Auto hold,LED-headlights,Lane departure warning system,Emergency brake assist",34868.0,,,5.0,4.0,,0.0,,,,,,
13878057,Car,Nissan,Ariya,,Other,Nonmetallic,Front wheel,"Alloy wheels,Airconditioning: Automatic,ABS brakes,Airbag,Bluetooth,Sun hatch: With panorama,Traction control,Electric seats: Without memory,Seat heaters,Parking sensors,Fog lights,Isofix-ready,Heated windshield,LED-headlights,Emergency brake assist",56200.0,,,5.0,4.0,,0.0,,,,,,
13878071,Car,Tesla,Model Y,,White,Nonmetallic,Four wheel,"Power steering,Central locking: Keyless,Power windows,Alloy wheels,Airconditioning: Automatic,Leather upholstery,ABS brakes,Airbag,Service manual: Electronic,Radio,USB,Bluetooth,Immobilizer,Traction control,Cruise control: Adaptive,Electric seats: Without memory,On board computer,Seat heaters,Electric mirrors,Satellite navigator,Driving assistant,Rain Sensor,Multiactive Steering Wheel,Audio input,Hands-free kit,Sunroof,Isofix-ready,Auto hold,Keyless start,Electrically operated tailgate,LED-headlights,Parking camera: Simple camera,Tire-pressure monitoring system,Traffic sign recognition,Lane departure warning system,Heated steering wheel,Folding rear seats,Battery preheating",54890.0,,14000.0,5.0,5.0,336.0,82.0,,192000.0,514.0,CCS,250.0,250.0
13878746,Car,Tesla,Model Y,,Gray,Metallic,Four wheel,"Power steering,Central locking: Remote control,Power windows,Tow bar,Airconditioning: Automatic,Leather upholstery,ABS brakes,Airbag,Traction control,Cruise control: Adaptive,On board computer,Parking sensors,Electric mirrors,Satellite navigator,Driving assistant,Fog lights,Rain Sensor,Multiactive Steering Wheel,Hands-free kit,Sunroof,Isofix-ready,Auto hold,LED-headlights,Parking camera: Simple camera,Emergency brake assist",52900.0,,34000.0,5.0,5.0,331.0,79.5,,,507.0,CCS,250.0,
13878817,Car,Skoda,Enyaq,,Black,Not available,Four wheel,"Cruise control: Adaptive,Satellite navigator,Multiactive Steering Wheel,Parking camera: Simple camera",48900.0,,8000.0,5.0,5.0,150.0,82.0,,,500.0,CCS,125.0,
13878831,Car,Hyundai,Kona,,Red,Not available,Front wheel,"Airconditioning: Automatic,Cruise control: Traditional,Seat heaters,Rain Sensor,Parking camera: Simple camera,Emergency brake assist",33500.0,,19000.0,5.0,5.0,5.0,0.0,,,,,,
13878833,Car,Kia,EV6,,Gray,Not available,Rear wheel,"Power windows,Airconditioning: Automatic,Leather upholstery,ABS brakes,Airbag,Traction control,Cruise control: Adaptive,Electric seats: Without memory,On board computer,Seat heaters,Parking sensors,Electric mirrors,Satellite navigator,Driving assistant,Rain Sensor,Multiactive Steering Wheel,Hands-free kit,Isofix-ready,Electrically operated tailgate,LED-headlights,Parking camera: Simple camera,Lane departure warning system",47500.0,,32000.0,5.0,4.0,4.0,0.0,,,,,,
13878838,Car,MG,Marvel R,,Other,Not available,Four wheel,"Tow bar,Two sets of tyres,Airconditioning: Automatic,Leather upholstery,Cruise control: Adaptive,Electric seats: Without memory,Seat heaters,Parking sensors,Electric mirrors,Multiactive Steering Wheel,Sunroof,Keyless start,LED-headlights,Parking camera: Simple camera,Lane departure warning system",43990.0,,25000.0,,,,0.0,,,,,,
13878877,Car,MG,MG5,,White,Not available,Front wheel,"Two sets of tyres,Leather upholstery,Cruise control: Adaptive,Parking sensors,Satellite navigator,Multiactive Steering Wheel,Keyless start,Electrically operated tailgate,LED-headlights",31480.0,,22000.0,5.0,,115.0,61.0,,,380.0,Type 2,87.0,
13878943,Car,Citroen,e-C4,,Black,Metallic,Front wheel,"Power steering,Central locking: Keyless,Power windows,Alloy wheels,Two sets of tyres,Airconditioning: Automatic,Leather upholstery,ABS brakes,Airbag,Service manual: Paper,Radio,USB,Bluetooth,Immobilizer,Alarm system,Traction control,Cruise control: Adaptive,Fuel / battery powered heater,On board computer,Seat heaters,Parking sensors,Electric mirrors,Satellite navigator,Driving assistant,Fog lights,Rain Sensor,Multiactive Steering Wheel,Audio input,Hands-free kit,Isofix-ready,Curve lights,Auto hold,Keyless start,Heated windshield,Ski hatch,LED-headlights,Parking camera: 360-degree camera,Tire-pressure monitoring system,Traffic sign recognition,Lane departure warning system,Head-Up display,Smartphone integration,Emergency brake assist,Collision avoidance system,Blind spot sensor,Heated steering wheel,Folding rear seats",29500.0,1.0,21000.0,5.0,5.0,136.0,50.0,9.0,,300.0,,100.0,100.0
13879019,Car,Audi,Q4 e-tron,35 e-tron Sportback,Gray,Nonmetallic,Rear wheel,"Power steering,Central locking: Remote control,Power windows,Alloy wheels,Airconditioning: Automatic,ABS brakes,Airbag,Radio,Bluetooth,Immobilizer,Traction control,Cruise control: Adaptive,On board computer,Seat heaters,Electric mirrors,Driving assistant,Fog lights,Multiactive Steering Wheel,Hands-free kit,Isofix-ready,LED-headlights,Tire-pressure monitoring system,Adaptive headlights",42900.0,,11000.0,5.0,5.0,125.0,52.0,,,300.0,,,
13879105,Car,Tesla,Model 3,,Gray,Metallic,Not available,"Airconditioning: Automatic,Leather upholstery,Cruise control: Adaptive,Electric seats: Without memory,On board computer,Seat heaters,Parking sensors,Driving assistant,Rain Sensor,Multiactive Steering Wheel,Hands-free kit,Sunroof,Parking camera: Simple camera",38900.0,,23000.0,5.0,5.0,208.0,0.0,,,,,,
13879169,Car,Tesla,Model Y,,White,Not available,Four wheel,"Cruise control: Adaptive,On board computer,Seat heaters,Satellite navigator,Driving assistant,Rain Sensor,Hands-free kit,Adaptive headlights",55690.0,,14800.0,5.0,5.0,393.0,0.0,,,,,,
13879204,Car,Volkswagen,ID5,,Red,Metallic,Four wheel,"Power steering,Central locking: Remote control,Power windows,Alloy wheels,Airconditioning: Automatic,ABS brakes,Airbag,Traction control,Cruise control: Adaptive,On board computer,Seat heaters,Parking sensors,Electric mirrors,Satellite navigator,Driving assistant,Rain Sensor,Multiactive Steering Wheel,Audio input,Isofix-ready,Auto hold,Keyless start,Heated windshield,Ski hatch,Electrically operated tailgate,Parking camera: Simple camera,Traffic sign recognition,Smartphone integration,Emergency brake assist,Collision avoidance system,Heated steering wheel,Folding rear seats",50770.0,,15000.0,,5.0,220.0,0.0,,,,,,
13879297,Car,Volkswagen,ID5,,Black,Nonmetallic,Four wheel,"Power steering,Power windows,Tow bar,Alloy wheels,Airconditioning: Automatic,ABS brakes,Airbag,CD Player,Radio,Bluetooth,Immobilizer,Traction control,Cruise control: Adaptive,On board computer,Seat heaters,Parking sensors,Electric mirrors,Satellite navigator,Driving assistant,Fog lights,Rain Sensor,Multiactive Steering Wheel,Hands-free kit,Isofix-ready,Auto hold,Keyless start,Heated windshield,LED-headlights,Parking Assistant,Parking camera: Simple camera,Plug-in charging for hybrid vehicles,Traffic sign recognition,Lane departure warning system,Smartphone integration,Adaptive headlights,Emergency brake assist,Collision avoidance system,Heated steering wheel,Folding rear seats",51680.0,,25700.0,5.0,5.0,220.0,77.0,,,485.0,,,
13879840,Car,Tesla,Model Y,,White,Metallic,Four wheel,"Power steering,Central locking: Keyless,Power windows,Tow bar,Alloy wheels,Airconditioning: Automatic,Internal socket,Motor heater,Leather upholstery,ABS brakes,Airbag,Service manual: Electronic,Radio,USB,Bluetooth,Immobilizer,Alarm system,Traction control,Cruise control: Adaptive,Fuel / battery powered heater,Electric seats: With memory,On board computer,Seat heaters,Parking sensors,Electric mirrors,Satellite navigator,Driving assistant,Fog lights,Rain Sensor,Multiactive Steering Wheel,Audio input,Hands-free kit,Sunroof,Isofix-ready,Auto hold,Keyless start,Ski hatch,Electrically operated tailgate,LED-headlights,Parking Assistant,Parking camera: Simple camera,Plug-in charging for hybrid vehicles,Start-stop system,Tire-pressure monitoring system,Traffic sign recognition,Lane departure warning system,Smartphone integration,Adaptive headlights,Emergency brake assist,Collision avoidance system,Blind spot sensor,Heated steering wheel,Folding rear seats,Battery preheating",47900.0,1.0,19400.0,5.0,5.0,380.0,82.0,96.0,192000.0,500.0,CCS,,
